id,label
375,6
376,5
377,3
378,3
379,5
380,6
381,0
382,2
383,4
384,2
385,4
386,5
387,4
388,2
389,4
390,3
391,5
392,3
393,6
394,0
395,0
396,3
397,3
398,3
399,3
400,3
401,3
402,4
403,6
404,6
405,5
406,5
407,6
408,6
409,4
410,3
411,0
412,3
413,1
414,4
415,4
416,0
417,0
418,3
419,3
420,6
421,6
422,0
423,3
424,6
425,0
426,0
427,6
428,2
429,0
430,5
431,3
432,2
433,6
434,3
435,6
436,0
437,2
438,5
439,3
440,4
441,3
442,6
443,4
444,6
445,0
446,4
447,5
448,4
449,3
450,0
451,6
452,4
453,3
454,4
455,3
456,6
457,3
458,5
459,4
460,3
461,6
462,6
463,2
464,4
465,0
466,3
467,4
468,2
469,2
470,5
471,3
472,0
473,6
474,2
475,6
476,3
477,2
478,4
479,3
480,3
481,6
482,2
483,4
484,6
485,2
486,6
487,3
488,0
489,5
490,6
491,0
492,3
493,3
494,4
495,2
496,6
497,4
498,5
499,6
500,3
501,4
502,6
503,3
504,0
505,4
506,3
507,0
508,0
509,6
510,3
511,6
512,6
513,0
514,3
515,4
516,6
517,3
518,3
519,4
520,0
521,6
522,0
523,6
524,3
525,3
526,3
527,4
528,3
529,6
530,3
531,5
532,3
533,2
534,0
535,4
536,2
537,3
538,3
539,3
540,2
541,3
542,2
543,4
544,3
545,1
546,4
547,2
548,3
549,3
550,2
551,5
552,6
553,3
554,4
555,0
556,4
557,0
558,0
559,0
560,5
561,3
562,4
563,5
564,5
565,3
566,3
567,4
568,4
569,3
570,3
571,3
572,3
573,0
574,0
575,0
576,3
577,4
578,0
579,2
580,0
581,0
582,2
583,5
584,4
585,3
586,3
587,6
588,4
589,3
590,0
591,3
592,3
593,6
594,0
595,0
596,3
597,3
598,2
599,5
600,6
601,0
602,5
603,6
604,4
605,3
606,2
607,0
608,6
609,3
610,4
611,3
612,6
613,3
614,6
615,0
616,4
617,3
618,2
619,3
620,6
621,6
622,2
623,0
624,0
625,5
626,5
627,2
628,0
629,3
630,2
631,6
632,0
633,5
634,0
635,4
636,3
637,6
638,3
639,6
640,6
641,3
642,4
643,4
644,6
645,5
646,3
647,6
648,3
649,4
650,6
651,4
652,6
653,4
654,4
655,4
656,3
657,6
658,0
659,3
660,4
661,6
662,3
663,3
664,3
665,4
666,6
667,6
668,5
669,6
670,3
671,4
672,0
673,4
674,2
675,4
676,0
677,3
678,4
679,6
680,6
681,5
682,0
683,2
684,0
685,0
686,6
687,0
688,6
689,4
690,4
691,3
692,2
693,4
694,0
695,3
696,3
697,6
698,3
699,3
700,0
701,3
702,2
703,0
704,0
705,3
706,4
707,1
708,3
709,4
710,6
711,5
712,2
713,6
714,3
715,6
716,4
717,3
718,4
719,6
720,2
721,3
722,6
723,5
724,0
725,6
726,5
727,0
728,4
729,2
730,2
731,3
732,3
733,5
734,6
735,3
736,6
737,6
738,5
739,4
740,4
741,4
742,4
743,3
744,0
745,4
746,3
747,6
748,5
749,3
750,0
751,0
752,3
753,0
754,4
755,6
756,3
757,3
758,6
759,6
760,2
761,4
762,4
763,0
764,2
765,6
766,3
767,5
768,5
769,6
770,5
771,5
772,3
773,4
774,0
775,5
776,5
777,5
778,6
779,2
780,6
781,6
782,0
783,4
784,2
785,2
786,3
787,0
788,0
789,5
790,4
791,4
792,0
793,3
794,0
795,5
796,4
797,2
798,4
799,3
800,6
801,3
802,6
803,2
804,5
805,6
806,3
807,3
808,0
809,6
810,6
811,6
812,4
813,3
814,3
815,6
816,0
817,4
818,4
819,3
820,3
821,5
822,5
823,4
824,2
825,4
826,0
827,4
828,3
829,3
830,6
831,0
832,4
833,5
834,2
835,3
836,6
837,0
838,0
839,5
840,6
841,4
842,3
843,2
844,4
845,6
846,3
847,2
848,0
849,3
850,4
851,6
852,3
853,3
854,3
855,6
856,6
857,4
858,0
859,3
860,3
861,3
862,3
863,4
864,4
865,3
866,5
867,3
868,4
869,3
870,6
871,3
872,2
873,5
874,3
875,3
876,3
877,6
878,5
879,4
880,2
881,4
882,6
883,2
884,5
885,0
886,5
887,0
888,6
889,4
890,6
891,0
892,5
893,2
894,3
895,6
896,3
897,3
898,0
899,0
900,4
901,0
902,6
903,6
904,5
905,3
906,0
907,6
908,2
909,0
910,6
911,6
912,5
913,2
914,2
915,4
916,0
917,0
918,4
919,6
920,3
921,2
922,4
923,2
924,2
925,3
926,5
927,6
928,0
929,2
930,3
931,5
932,3
933,6
934,4
935,6
936,3
937,6
938,1
939,6
940,3
941,3
942,5
943,3
944,4
945,6
946,3
947,0
948,6
949,2
950,3
951,3
952,4
953,2
954,3
955,4
956,5
957,0
958,5
959,4
960,4
961,3
962,4
963,6
964,3
965,3
966,6
967,6
968,6
969,2
970,3
971,0
972,3
973,3
974,6
975,3
976,6
977,4
978,6
979,3
980,6
981,5
982,5
983,4
984,2
985,0
986,2
987,3
988,0
989,2
990,3
991,3
992,4
993,5
994,3
995,2
996,0
997,5
998,3
999,6
1000,4
1001,3
1002,3
1003,6
1004,6
1005,0
1006,0
1007,6
1008,2
1009,6
1010,3
1011,6
1012,6
1013,4
1014,6
1015,3
1016,2
1017,3
1018,5
1019,6
1020,0
1021,5
1022,3
1023,6
1024,3
1025,6
1026,2
1027,0
1028,5
1029,3
1030,3
1031,3
1032,1
1033,4
1034,3
1035,2
1036,5
1037,3
1038,0
1039,5
1040,3
1041,3
1042,6
1043,2
1044,3
1045,5
1046,3
1047,3
1048,6
1049,5
1050,0
1051,2
1052,6
1053,0
1054,0
1055,3
1056,3
1057,2
1058,6
1059,2
1060,2
1061,6
1062,2
1063,6
1064,3
1065,3
1066,5
1067,6
1068,3
1069,4
1070,2
1071,2
1072,0
1073,3
1074,3
1075,2
1076,0
1077,5
1078,3
1079,3
1080,3
1081,6
1082,2
1083,6
1084,6
1085,3
1086,4
1087,2
1088,6
1089,2
1090,2
1091,0
1092,3
1093,5
1094,0
1095,2
1096,3
1097,3
1098,3
1099,2
1100,3
1101,4
1102,0
1103,4
1104,2
1105,4
1106,6
1107,3
1108,3
1109,3
1110,4
1111,4
1112,3
1113,3
1114,6
1115,4
1116,0
1117,5
1118,3
1119,6
1120,3
1121,2
1122,4
1123,2
1124,0
1125,0
1126,4
1127,0
1128,2
1129,3
1130,2
1131,1
1132,2
1133,0
1134,6
1135,0
1136,6
1137,0
1138,3
1139,3
1140,3
1141,2
1142,3
1143,3
1144,0
1145,3
1146,5
1147,3
1148,4
1149,2
1150,6
1151,3
1152,6
1153,2
1154,3
1155,5
1156,6
1157,6
1158,2
1159,0
1160,5
1161,2
1162,4
1163,3
1164,0
1165,3
1166,2
1167,4
1168,6
1169,3
1170,3
1171,5
1172,4
1173,3
1174,0
1175,6
1176,3
1177,5
1178,3
1179,4
1180,0
1181,0
1182,6
1183,5
1184,6
1185,3
1186,6
1187,2
1188,4
1189,2
1190,5
1191,4
1192,3
1193,5
1194,2
1195,6
1196,4
1197,2
1198,4
1199,3
1200,4
1201,3
1202,4
1203,5
1204,0
1205,3
1206,6
1207,0
1208,3
1209,3
1210,4
1211,3
1212,3
1213,2
1214,3
1215,4
1216,0
1217,3
1218,3
1219,3
1220,6
1221,6
1222,3
1223,0
1224,3
1225,0
1226,4
1227,6
1228,3
1229,4
1230,2
1231,2
1232,4
1233,3
1234,3
1235,3
1236,3
1237,3
1238,2
1239,3
1240,2
1241,3
1242,5
1243,0
1244,6
1245,5
1246,3
1247,0
1248,6
1249,5
1250,6
1251,5
1252,6
1253,4
1254,3
1255,4
1256,6
1257,6
1258,6
1259,3
1260,6
1261,5
1262,3
1263,3
1264,0
1265,4
1266,2
1267,4
1268,4
1269,4
1270,0
1271,3
1272,6
1273,2
1274,0
1275,5
1276,6
1277,6
1278,4
1279,5
1280,5
1281,4
1282,3
1283,6
1284,6
1285,2
1286,3
1287,6
1288,2
1289,4
1290,2
1291,3
1292,4
1293,4
1294,4
1295,5
1296,3
1297,6
1298,3
1299,2
1300,0
1301,5
1302,3
1303,6
1304,2
1305,3
1306,3
1307,1
1308,3
1309,3
1310,6
1311,6
1312,4
1313,3
1314,5
1315,0
1316,4
1317,3
1318,0
1319,4
1320,5
1321,2
1322,6
1323,6
1324,5
1325,6
1326,3
1327,6
1328,2
1329,4
1330,6
1331,0
1332,4
1333,4
1334,4
1335,2
1336,4
1337,4
1338,3
1339,6
1340,3
1341,3
1342,4
1343,5
1344,6
1345,3
1346,3
1347,6
1348,3
1349,6
1350,3
1351,2
1352,4
1353,5
1354,3
1355,2
1356,4
1357,0
1358,3
1359,2
1360,4
1361,6
1362,3
1363,4
1364,3
1365,5
1366,5
1367,0
1368,3
1369,6
1370,6
1371,4
1372,6
1373,4
1374,2
1375,4
1376,3
1377,4
1378,3
1379,3
1380,3
1381,5
1382,6
1383,2
1384,4
1385,6
1386,6
1387,6
1388,6
1389,4
1390,3
1391,2
1392,3
1393,6
1394,6
1395,4
1396,5
1397,5
1398,2
1399,5
1400,2
1401,2
1402,2
1403,3
1404,4
1405,0
1406,4
1407,2
1408,6
1409,5
1410,4
1411,0
1412,1
1413,0
1414,0
1415,2
1416,3
1417,0
1418,0
1419,0
1420,6
1421,3
1422,2
1423,3
1424,3
1425,0
1426,2
1427,3
1428,3
1429,6
1430,0
1431,5
1432,3
1433,6
1434,3
1435,4
1436,5
1437,3
1438,3
1439,6
1440,4
1441,4
1442,5
1443,0
1444,6
1445,0
1446,5
1447,4
1448,0
1449,4
1450,3
1451,0
1452,0
1453,4
1454,2
1455,5
1456,5
1457,6
1458,3
1459,6
1460,3
1461,4
1462,2
1463,5
1464,6
1465,6
1466,6
1467,6
1468,2
1469,0
1470,3
1471,6
1472,6
1473,6
1474,4
1475,6
1476,6
1477,4
1478,6
1479,3
1480,3
1481,3
1482,3
1483,5
1484,3
1485,5
1486,3
1487,3
1488,5
1489,4
1490,0
1491,3
1492,0
1493,4
1494,2
1495,6
1496,5
1497,6
1498,0
1499,5
1500,4
1501,5
1502,6
1503,6
1504,3
1505,0
1506,0
1507,0
1508,3
1509,4
1510,4
1511,2
1512,5
1513,2
1514,3
1515,2
1516,3
1517,0
1518,3
1519,3
1520,0
1521,6
1522,3
1523,6
1524,2
1525,6
1526,2
1527,4
1528,3
1529,6
1530,2
1531,0
1532,4
1533,3
1534,5
1535,4
1536,0
1537,5
1538,6
1539,3
1540,3
1541,2
1542,0
1543,4
1544,2
1545,6
1546,3
1547,4
1548,3
1549,5
1550,0
1551,2
1552,3
1553,6
1554,3
1555,3
1556,0
1557,3
1558,4
1559,0
1560,6
1561,6
1562,2
1563,6
1564,2
1565,4
1566,3
1567,3
1568,3
1569,2
1570,5
1571,5
1572,3
1573,5
1574,3
1575,6
1576,2
1577,3
1578,5
1579,3
1580,2
1581,0
1582,3
1583,6
1584,0
1585,3
1586,3
1587,0
1588,3
1589,2
1590,5
1591,2
1592,3
1593,6
1594,2
1595,0
1596,3
1597,3
1598,3
1599,3
1600,5
1601,4
1602,5
1603,0
1604,6
1605,2
1606,6
1607,6
1608,4
1609,3
1610,3
1611,6
1612,3
1613,6
1614,0
1615,3
1616,0
1617,2
1618,5
1619,0
1620,0
1621,3
1622,0
1623,2
1624,3
1625,6
1626,4
1627,3
1628,3
1629,3
1630,3
1631,3
1632,4
1633,3
1634,2
1635,0
1636,4
1637,3
1638,3
1639,0
1640,3
1641,4
1642,4
1643,3
1644,6
1645,6
1646,3
1647,2
1648,3
1649,5
1650,0
1651,3
1652,4
1653,0
1654,4
1655,6
1656,0
1657,0
1658,2
1659,3
1660,6
1661,5
1662,3
1663,0
1664,2
1665,4
1666,4
1667,1
1668,6
1669,5
1670,0
1671,3
1672,2
1673,3
1674,5
1675,3
1676,4
1677,3
1678,2
1679,6
1680,4
1681,2
1682,0
1683,4
1684,3
1685,5
1686,5
1687,4
1688,0
1689,4
1690,3
1691,6
1692,3
1693,6
1694,0
1695,3
1696,3
1697,6
1698,2
1699,2
1700,3
1701,3
1702,3
1703,6
1704,4
1705,2
1706,2
1707,2
1708,3
1709,6
1710,5
1711,5
1712,2
1713,6
1714,2
1715,5
1716,6
1717,3
1718,3
1719,0
1720,6
1721,2
1722,5
1723,2
1724,6
1725,2
1726,6
1727,2
1728,4
1729,4
1730,4
1731,4
1732,5
1733,6
1734,5
1735,0
1736,6
1737,3
1738,4
1739,4
1740,4
1741,3
1742,6
1743,5
1744,4
1745,5
1746,3
1747,3
1748,4
1749,2
1750,3
1751,4
1752,0
1753,1
1754,3
1755,4
1756,4
1757,6
1758,2
1759,3
1760,6
1761,4
1762,3
1763,3
1764,4
1765,4
1766,2
1767,4
1768,4
1769,5
1770,0
1771,6
1772,6
1773,4
1774,4
1775,2
1776,2
1777,4
1778,6
1779,2
1780,2
1781,6
1782,4
1783,5
1784,2
1785,4
1786,5
1787,3
1788,5
1789,2
1790,3
1791,4
1792,4
1793,0
1794,3
1795,6
1796,0
1797,6
1798,6
1799,4
1800,4
1801,4
1802,0
1803,0
1804,6
1805,2
1806,6
1807,4
1808,3
1809,6
1810,5
1811,5
1812,4
1813,5
1814,2
1815,5
1816,3
1817,4
1818,6
1819,2
1820,3
1821,5
1822,4
1823,3
1824,4
1825,2
1826,6
1827,3
1828,3
1829,3
1830,0
1831,3
1832,2
1833,0
1834,4
1835,6
1836,4
1837,3
1838,3
1839,3
1840,3
1841,4
1842,5
1843,3
1844,6
1845,6
1846,3
1847,2
1848,3
1849,6
1850,0
1851,6
1852,3
1853,6
1854,6
1855,0
1856,4
1857,0
1858,0
1859,3
1860,0
1861,6
1862,4
1863,5
1864,4
1865,3
1866,0
1867,3
1868,5
1869,6
1870,6
1871,2
1872,5
1873,4
1874,0
1875,5
1876,4
1877,2
1878,4
1879,4
1880,5
1881,3
1882,0
1883,3
1884,0
1885,2
1886,4
1887,4
1888,4
1889,6
1890,5
1891,6
1892,4
1893,0
1894,6
1895,0
1896,3
1897,5
1898,5
1899,0
1900,6
1901,3
1902,0
1903,4
1904,4
1905,2
1906,5
1907,3
1908,4
1909,3
1910,0
1911,3
1912,3
1913,4
1914,3
1915,5
1916,5
1917,0
1918,0
1919,6
1920,0
1921,3
1922,6
1923,5
1924,0
1925,3
1926,0
1927,6
1928,4
1929,3
1930,0
1931,2
1932,0
1933,5
1934,2
1935,3
1936,5
1937,5
1938,0
1939,3
1940,6
1941,5
1942,3
1943,6
1944,5
1945,0
1946,2
1947,4
1948,4
1949,3
1950,4
1951,6
1952,3
1953,2
1954,5
1955,6
1956,0
1957,2
1958,3
1959,6
1960,0
1961,3
1962,3
1963,4
1964,2
1965,4
1966,2
1967,3
1968,4
1969,4
1970,0
1971,2
1972,3
1973,5
1974,2
1975,2
1976,3
1977,5
1978,3
1979,3
1980,0
1981,3
1982,2
1983,6
1984,5
1985,4
1986,2
1987,0
1988,3
1989,6
1990,4
1991,5
1992,0
1993,3
1994,4
1995,2
1996,6
1997,2
1998,3
1999,4
2000,0
2001,3
2002,2
2003,3
2004,0
2005,6
2006,2
2007,3
2008,6
2009,6
2010,0
2011,0
2012,3
2013,2
2014,2
2015,3
2016,0
2017,3
2018,3
2019,5
2020,6
2021,2
2022,4
2023,2
2024,6
2025,4
2026,3
2027,3
2028,4
2029,3
2030,3
2031,3
2032,3
2033,3
2034,2
2035,3
2036,0
2037,0
2038,4
2039,4
2040,5
2041,6
2042,1
2043,3
2044,4
2045,3
2046,0
2047,6
2048,5
2049,4
2050,4
2051,4
2052,6
2053,3
2054,5
2055,1
2056,4
2057,5
2058,2
2059,2
2060,3
2061,0
2062,4
2063,2
2064,6
2065,2
2066,6
2067,4
2068,6
2069,2
2070,5
2071,3
2072,6
2073,4
2074,3
2075,6
2076,3
2077,0
2078,4
2079,0
2080,6
2081,3
2082,0
2083,2
2084,6
2085,3
2086,6
2087,3
2088,0
2089,6
2090,4
2091,3
2092,5
2093,6
2094,3
2095,6
2096,4
2097,3
2098,6
2099,5
2100,6
2101,1
2102,4
2103,3
2104,6
2105,4
2106,3
2107,3
2108,0
2109,6
2110,3
2111,4
2112,3
2113,2
2114,5
2115,4
2116,5
2117,2
2118,3
2119,3
2120,4
2121,3
2122,3
2123,3
2124,4
2125,6
2126,3
2127,0
2128,3
2129,4
2130,6
2131,5
2132,2
2133,3
2134,0
2135,6
2136,6
2137,4
2138,4
2139,3
2140,4
2141,2
2142,2
2143,6
2144,6
2145,2
2146,6
2147,4
2148,6
2149,0
2150,3
2151,4
2152,5
2153,5
2154,3
2155,4
2156,3
2157,2
2158,0
2159,0
2160,4
2161,2
2162,3
2163,6
2164,6
2165,3
2166,3
2167,6
2168,3
2169,3
2170,6
2171,6
2172,6
2173,6
2174,6
2175,6
2176,3
2177,2
2178,2
2179,6
2180,3
2181,3
2182,3
2183,2
2184,5
2185,6
2186,6
2187,5
2188,6
2189,6
2190,3
2191,5
2192,3
2193,4
2194,0
2195,4
2196,6
2197,6
2198,3
2199,6
2200,3
2201,3
2202,3
2203,6
2204,1
2205,3
2206,0
2207,5
2208,2
2209,4
2210,4
2211,4
2212,0
2213,6
2214,3
2215,4
2216,3
2217,4
2218,6
2219,0
2220,2
2221,4
2222,5
2223,0
2224,6
2225,3
2226,0
2227,3
2228,5
2229,5
2230,6
2231,4
2232,3
2233,3
2234,5
2235,4
2236,5
2237,5
2238,0
2239,6
2240,0
2241,3
2242,3
2243,4
2244,2
2245,3
2246,3
2247,6
2248,5
2249,4
2250,6
2251,3
2252,6
2253,6
2254,6
2255,3
2256,5
2257,4
2258,3
2259,3
2260,4
2261,3
2262,6
2263,6
2264,6
2265,2
2266,5
2267,0
2268,4
2269,6
2270,2
2271,2
2272,0
2273,6
2274,0
2275,2
2276,4
2277,6
2278,0
2279,2
2280,4
2281,6
2282,6
2283,3
2284,5
2285,4
2286,3
2287,4
2288,0
2289,6
2290,0
2291,3
2292,6
2293,2
2294,2
2295,3
2296,5
2297,6
2298,6
2299,2
2300,3
2301,6
2302,4
2303,0
2304,6
2305,0
2306,4
2307,2
2308,3
2309,3
2310,1
2311,2
2312,3
2313,3
2314,2
2315,6
2316,6
2317,0
2318,2
2319,3
2320,6
2321,0
2322,5
2323,0
2324,2
2325,2
2326,6
2327,0
2328,3
2329,3
2330,3
2331,4
2332,6
2333,3
2334,4
2335,4
2336,3
2337,5
2338,3
2339,3
2340,3
2341,0
2342,3
2343,2
2344,4
2345,5
2346,4
2347,3
2348,5
2349,3
2350,4
2351,5
2352,6
2353,2
2354,3
2355,0
2356,3
2357,4
2358,4
2359,3
2360,2
2361,3
2362,5
2363,6
2364,5
2365,0
2366,5
2367,0
2368,3
2369,6
2370,6
2371,5
2372,3
2373,6
2374,3
2375,2
2376,6
2377,5
2378,4
2379,6
2380,0
2381,3
2382,0
2383,6
2384,6
2385,4
2386,3
2387,0
2388,5
2389,3
2390,6
2391,3
2392,6
2393,3
2394,6
2395,5
2396,3
2397,6
2398,4
2399,4
2400,4
2401,6
2402,3
2403,5
2404,3
2405,6
2406,0
2407,4
2408,6
2409,3
2410,0
2411,0
2412,3
2413,3
2414,4
2415,3
2416,6
2417,6
2418,4
2419,5
2420,5
2421,6
2422,3
2423,0
2424,2
2425,2
2426,0
2427,3
2428,3
2429,6
2430,4
2431,4
2432,5
2433,3
2434,3
2435,5
2436,6
2437,4
2438,2
2439,0
2440,4
2441,3
2442,4
2443,4
2444,3
2445,4
2446,6
2447,6
2448,3
2449,3
2450,2
2451,6
2452,6
2453,6
2454,2
2455,4
2456,6
2457,6
2458,2
2459,0
2460,3
2461,5
2462,5
2463,0
2464,2
2465,5
2466,4
2467,6
2468,0
2469,6
2470,0
2471,2
2472,5
2473,6
2474,3
2475,2
2476,0
2477,3
2478,2
2479,4
2480,3
2481,6
2482,0
2483,4
2484,3
2485,4
2486,0
2487,4
2488,3
2489,6
2490,6
2491,3
2492,3
2493,6
2494,4
2495,4
2496,0
2497,6
2498,0
2499,6
2500,6
2501,3
2502,2
2503,0
2504,3
2505,3
2506,3
2507,6
2508,3
2509,0
2510,3
2511,6
2512,4
2513,3
2514,3
2515,3
2516,5
2517,6
2518,3
2519,4
2520,5
2521,3
2522,4
2523,3
2524,4
2525,3
2526,4
2527,5
2528,4
2529,3
2530,2
2531,3
2532,3
2533,0
2534,3
2535,6
2536,3
2537,0
2538,6
2539,0
2540,2
2541,3
2542,2
2543,3
2544,3
2545,3
2546,2
2547,6
2548,5
2549,3
2550,4
2551,5
2552,4
2553,6
2554,6
2555,2
2556,4
2557,0
2558,6
2559,6
2560,4
2561,4
2562,5
2563,3
2564,0
2565,3
2566,6
2567,2
2568,3
2569,3
2570,6
2571,5
2572,4
2573,5
2574,2
2575,5
2576,4
2577,6
2578,2
2579,5
2580,3
2581,0
2582,3
2583,6
2584,3
2585,3
2586,0
2587,2
2588,2
2589,3
2590,6
2591,4
2592,4
2593,0
2594,3
2595,6
2596,4
2597,0
2598,6
2599,4
2600,4
2601,1
2602,2
2603,3
2604,3
2605,4
2606,3
2607,6
2608,3
2609,4
2610,2
2611,3
2612,3
2613,3
2614,3
2615,3
2616,3
2617,2
2618,3
2619,5
2620,6
2621,3
2622,3
2623,4
2624,2
2625,5
2626,4
2627,3
2628,0
2629,5
2630,4
2631,0
2632,0
2633,3
2634,5
2635,0
2636,6
2637,5
2638,3
2639,3
2640,2
2641,6
2642,3
2643,0
2644,4
2645,4
2646,6
2647,2
2648,6
2649,3
2650,3
2651,6
2652,2
2653,6
2654,5
2655,3
2656,4
2657,4
2658,3
2659,0
2660,4
2661,3
2662,3
2663,3
2664,3
2665,4
2666,6
2667,6
2668,4
2669,4
2670,5
2671,2
2672,0
2673,4
2674,6
2675,6
2676,3
2677,0
2678,6
2679,5
2680,4
2681,2
2682,2
2683,3
2684,3
2685,3
2686,0
2687,0
2688,6
2689,3
2690,6
2691,6
2692,0
2693,3
2694,6
2695,3
2696,3
2697,3
2698,3
2699,5
2700,2
2701,2
2702,4
2703,2
2704,6
2705,6
2706,6
2707,6
2708,2
2709,6
2710,3
2711,2
2712,5
2713,2
2714,3
2715,3
2716,4
2717,6
2718,3
2719,3
2720,6
2721,3
2722,2
2723,6
2724,4
2725,6
2726,4
2727,2
2728,3
2729,4
2730,0
2731,4
2732,2
2733,0
2734,0
2735,0
2736,2
2737,2
2738,2
2739,3
2740,0
2741,4
2742,2
2743,0
2744,3
2745,6
2746,4
2747,2
2748,4
2749,2
2750,4
2751,2
2752,3
2753,5
2754,0
2755,1
2756,3
2757,3
2758,6
2759,2
2760,5
2761,3
2762,6
2763,3
2764,5
2765,4
2766,4
2767,3
2768,5
2769,0
2770,3
2771,3
2772,3
2773,3
2774,3
2775,4
2776,5
2777,6
2778,3
2779,2
2780,4
2781,6
2782,4
2783,3
2784,5
2785,3
2786,6
2787,4
2788,6
2789,5
2790,4
2791,3
2792,3
2793,3
2794,4
2795,4
2796,3
2797,6
2798,5
2799,4
2800,0
2801,5
2802,0
2803,3
2804,3
2805,4
2806,4
2807,6
2808,4
2809,0
2810,3
2811,4
2812,3
2813,4
2814,0
2815,4
2816,3
2817,2
2818,2
2819,3
2820,6
2821,2
2822,3
2823,6
2824,2
2825,3
2826,6
2827,4
2828,3
2829,6
2830,4
2831,6
2832,3
2833,2
2834,4
2835,3
2836,6
2837,4
2838,2
2839,3
2840,3
2841,3
2842,2
2843,0
2844,5
2845,2
2846,0
2847,6
2848,1
2849,4
2850,3
2851,0
2852,4
2853,6
2854,5
2855,6
2856,5
2857,6
2858,4
2859,6
2860,6
2861,5
2862,2
2863,2
2864,0
2865,5
2866,3
2867,4
2868,0
2869,0
2870,4
2871,5
2872,3
2873,1
2874,4
2875,0
2876,4
2877,2
2878,5
2879,4
2880,2
2881,3
2882,3
2883,2
2884,6
2885,5
2886,3
2887,2
2888,5
2889,6
2890,0
2891,4
2892,6
2893,4
2894,5
2895,3
2896,4
2897,2
2898,5
2899,0
2900,3
2901,2
2902,6
2903,5
2904,6
2905,4
2906,3
2907,6
2908,6
2909,4
2910,3
2911,2
2912,3
2913,2
2914,2
2915,3
2916,5
2917,0
2918,2
2919,6
2920,6
2921,3
2922,3
2923,4
2924,2
2925,3
2926,0
2927,2
2928,6
2929,6
2930,6
2931,6
2932,0
2933,5
2934,2
2935,2
2936,6
2937,6
2938,0
2939,5
2940,3
2941,3
2942,6
2943,0
2944,2
2945,4
2946,2
2947,6
2948,3
2949,3
2950,6
2951,2
2952,3
2953,3
2954,6
2955,2
2956,3
2957,2
2958,5
2959,5
2960,4
2961,4
2962,6
2963,3
2964,0
2965,5
2966,4
2967,5
2968,6
2969,3
2970,3
2971,4
2972,3
2973,3
2974,2
2975,3
2976,3
2977,4
2978,4
2979,3
2980,3
2981,0
2982,5
2983,4
2984,3
2985,4
2986,4
2987,3
2988,3
2989,2
2990,5
2991,3
2992,3
2993,3
2994,3
2995,4
2996,3
2997,6
